Lake Dalecarlia;41.337;-87.4036
Plymouth;41.3483;-86.3187
;;
Altona;41.3522;-85.1526
Garrett;41.3526;-85.1238
Avilla;41.3637;-85.2317
Auburn;41.3666;-85.0559
Cedar Lake;41.3697;-87.4383
Hamlet;41.3792;-86.5831
Kimmell;41.395;-85.5487
Albion;41.3966;-85.4187
Cromwell;41.4034;-85.6142
Lakes of the Four Seasons;41.4074;-87.2203
Winfield;41.4098;-87.2623
Hanna;41.4119;-86.7795
Crown Point;41.4141;-87.3457
Milford;41.4142;-85.8446
Koontz Lake;41.4169;-86.4827
;;
;;
;;
Butler;41.4274;-84.8721
Wanatah;41.4304;-86.8926
Waterloo;41.4328;-85.0347
Corunna;41.4359;-85.144
;;
Aberdeen;41.4418;-87.1166
St. John;41.4431;-87.47
Kendallville;41.4441;-85.2578
Nappanee;41.4452;-85.9941
;;
Bremen;41.4484;-86.1506
La Paz;41.456;-86.3083
Shorewood Forest;41.4598;-87.1497
Ligonier;41.4625;-85.5948
Walkerton;41.4656;-86.4825
;;
Merrillville;41.4728;-87.3197
Valparaiso;41.4782;-87.0507
Kingsford Heights;41.4784;-86.693
;;
;;
;;
Schererville;41.486;-87.444
;;
Rome City;41.4892;-85.361
;;
;;
;;
New Paris;41.5005;-85.8248
;;
;;
Chicago Heights;41.5101;-87.6345
Wheeler;41.5105;-87.1712
;;
Salt Creek Commons;41.5112;-87.1412
Hobart;41.5139;-87.2729
;;
;;
Ashley;41.5214;-85.0614
;;
;;
Wolcottville;41.5255;-85.3665
Millersburg;41.5277;-85.6964
Griffith;41.5279;-87.424
Lakeville;41.5288;-86.2745
Kingsbury;41.5302;-86.6972
Hudson;41.5318;-85.084
North Liberty;41.5324;-86.428
;;
Wakarusa;41.5336;-86.0139
Westville;41.5375;-86.9049
;;
Topeka;41.5394;-85.5475
;;
Hamilton;41.541;-84.9204
South Haven;41.5438;-87.1367
;;
Highland;41.5485;-87.4587
New Chicago;41.5587;-87.2718
;;
Fairmont;41.5614;-88.0587
Fish Lake;41.5616;-86.5513
;;
;;
;;
;;
Lake Station;41.5729;-87.2599
;;
Goshen;41.5743;-85.8308
;;
Portage;41.5866;-87.1792
;;
;;
Gary;41.5906;-87.3472
;;
Chesterton;41.5997;-87.0548
;;
;;
;;
;;
;;
;;
;;
;;
Hammond;41.6169;-87.491
Burns Harbor;41.6189;-87.1258
Ogden Dunes;41.6229;-87.1932
;;
Porter;41.6257;-87.0801
;;
;;
;;
Dunlap;41.6346;-85.9235
;;
;;
Angola;41.6433;-85.0051
;;
Dune Acres;41.6448;-87.096
;;
Lagrange;41.6481;-85.4181
East Chicago;41.6484;-87.4536
;;
;;
Osceola;41.6647;-86.0787
;;
;;
;;
Middlebury;41.6696;-85.7075
;;
Whiting;41.6731;-87.4843
Mishawaka;41.6736;-86.1669
Rolling Prairie;41.6743;-86.6207
Shipshewana;41.6743;-85.5765
South Bend;41.6767;-86.2696
;;
Beverly Shores;41.685;-86.9804
;;
Town of Pines;41.6882;-86.9518
Elkhart;41.6916;-85.9628
Trail Creek;41.6963;-86.8555
;;
Notre Dame;41.7014;-86.2378
New Carlisle;41.7018;-86.4916
Michigan City;41.7099;-86.8705
Indian Village;41.7142;-86.2322
Hudson Lake;41.7173;-86.5476
Roseland;41.7176;-86.2505
Bristol;41.7183;-85.8227
Howe;41.7228;-85.4255
Pottawattamie Park;41.7233;-86.8671
Fremont;41.728;-84.9396
Orland;41.7305;-85.1722
Granger;41.7373;-86.135
Clear Lake;41.7388;-84.8391
Long Beach;41.7435;-86.8521
Simonton Lake;41.7478;-85.9657
Michiana Shores;41.7565;-86.8183
